Set Number,Numbers
2996,"1, 3, 4, 5, 6, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20"
2997,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20"
2998,"1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20"
2999,"1, 2, 5, 7, 8, 10, 11, 12, 13, 14, 16, 19, 20"
3000,"16, 9, 12"
3001,"1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20"
3002,"1, 3, 9, 10, 13, 14, 19, 20"
3003,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3004,"3, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20"
3005,"1, 3, 4, 6, 8, 11, 15, 16, 17, 19"
3006,"2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3007,"2, 3, 5, 9, 10, 12, 13, 14, 16, 17, 19, 20"
3008,"2, 3, 5, 7, 9, 11, 14, 17, 18"
3009,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3010,"1, 2, 3, 5, 6, 8, 9, 11, 12, 14, 16, 18, 19"
3011,"19, 11, 6"
3012,"4, 5, 7, 10, 11, 12, 16, 18, 19"
3013,"1, 4, 5, 7, 8, 9, 10, 12, 14, 15, 16, 18"
3014,"2, 4, 5, 7, 8, 9, 10, 12, 17, 19"
3015,"1, 8, 14, 15, 18, 19"
3016,"1, 2, 4, 9, 11, 13, 16"
3017,"1, 2, 3, 9, 10, 11, 12, 17, 18"
3018,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3019,"1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20"
3020,"1, 15, 18, 19, 20"
3021,"2, 4, 5, 6, 7, 8, 12, 14, 15, 18"
3022,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3023,"3, 4, 6, 10, 11, 14, 15, 16, 18, 19"
3024,"2, 4, 5, 6, 7, 10, 11, 12, 14, 15, 17, 18, 20"
3025,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3026,"1, 2, 6, 8, 9, 10, 11, 17, 19, 20"
3027,"11, 19"
3028,"3, 4, 5, 7, 10, 12, 13, 20"
3029,"1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3030,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3031,"2, 4, 6, 9, 13, 17, 18, 20"
3032,"1, 4, 5, 6, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19"
3033,"1, 3, 4, 5, 9, 10, 11, 16, 17, 18, 20"
3034,"17, 4"
3035,"1, 2, 6, 7, 9, 13, 14, 15, 16, 17, 18, 19"
3036,"5, 10, 14, 17, 20"
3037,"1, 3, 7, 10, 19"
3038,"1, 2, 8, 9, 12, 16, 20"
3039,"1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19"
3040,"1, 2, 3, 4, 5, 6, 8, 9, 12, 13, 14, 15, 16, 17, 19"
3041,"2, 3, 6, 8, 11, 12, 15, 18, 20"
3042,"2, 6, 8, 9, 10, 11, 13, 16, 17, 18, 19, 20"
3043,"3, 5, 7, 8, 9, 11, 15, 18"
3044,"1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3045,"2, 3, 6, 8, 10, 11, 13, 16, 17, 18"
3046,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 13, 14, 15, 16, 17, 18, 19, 20"
3047,"1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20"
3048,"4, 5, 10, 12, 16, 19, 20"
3049,"2, 9, 12, 18, 20"
3050,"1, 2, 6, 7, 8, 10, 11, 12, 14, 15, 18, 20"
3051,"1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20"
3052,"1, 2, 5, 6, 8, 10, 12, 14, 16, 18, 19"
3053,"1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 18, 19, 20"
3054,"3, 4, 8, 9, 11, 12, 13, 15, 18, 20"
3055,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3056,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20"
3057,"1, 2, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20"
3058,"19, 3, 13, 6"
3059,"2, 3, 4, 8, 10, 11, 13, 14, 15, 16, 17, 20"
3060,"1, 2, 6, 7, 9, 10, 11, 13, 15, 16, 17, 18, 19, 20"
3061,"1, 2, 3, 5, 6, 8, 13, 14, 15, 16"
3062,"1, 2, 4, 10, 14, 15, 16, 18, 19, 20"
3063,"6, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20"
3064,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20"
3065,"3, 4, 6, 7, 8, 10, 11, 12, 13, 17, 19, 20"
3066,"2, 3, 4, 5, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19"
3067,"1, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 16, 17, 18, 19, 20"
3068,"3, 6, 10, 13, 15, 18, 19"
3069,"1, 2, 3, 7, 10, 13, 14, 15, 16, 20"
3070,"2, 6, 8, 11, 13, 14, 16"
3071,"9, 2, 11, 5"
3072,"16, 3, 5, 14"
3073,"1, 2, 3, 5, 7, 9, 10, 11, 13, 16, 17, 18, 19, 20"
3074,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3075,"2, 3, 5, 6, 7, 8, 9, 10, 11, 13, 15, 16, 17, 19, 20"
3076,"4, 5, 11, 12, 16, 17, 20"
3077,"1, 2, 3, 4, 5, 6, 8, 9, 14, 15, 16, 18, 20"
3078,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3079,"1, 2, 10, 11, 16, 18, 19"
3080,"1, 2, 3, 5, 6, 7, 10, 12, 13, 15, 17, 18, 19, 20"
3081,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3082,"2, 4, 5, 6, 8, 11, 15, 18, 19"
3083,"1, 2, 4, 6, 7, 9, 10, 14, 18, 19, 20"
3084,"1, 2, 3, 4, 5, 9, 10, 11, 12, 14, 15, 16, 17, 18"
3085,"1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 18, 19, 20"
3086,"1, 3, 7, 16, 17, 20"
3087,"1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 17"
3088,"5, 6, 11, 12, 13, 16, 17, 19, 20"
3089,"1, 2, 3, 5, 9, 11, 13, 14, 15, 16, 18, 20"
3090,"2, 6, 12, 14, 15, 16, 17, 18, 19"
3091,"1, 2, 3, 5, 9, 12, 17"
3092,"17, 10, 19, 4"
3093,"1, 2, 3, 4, 6, 7, 9, 10, 11, 13, 17, 19, 20"
3094,"10, 13, 6, 15"
3095,"1, 4, 13, 15, 17, 20"
3096,"1, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3097,"6, 8, 9, 10, 11, 15, 16, 19, 20"
3098,"1, 2, 3, 4, 7, 13, 16, 17, 19, 20"
3099,"3, 6, 8, 9, 11, 12, 19, 20"
3100,"2, 4, 6, 7, 8, 10, 11, 12, 14, 15, 17, 19, 20"
3101,"3, 4, 5, 11, 14, 15, 16, 20"
3102,"1, 20, 5, 14"
3103,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20"
3104,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 18, 19"
3105,"1, 2, 3, 4, 5, 6, 8, 11, 14, 15, 17, 18, 20"
3106,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3107,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20"
3108,"1, 3, 7, 11, 12, 14, 15, 17"
3109,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20"
3110,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20"
3111,"2, 3, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20"
3112,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20"
3113,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3114,"3, 4, 5, 12, 18, 20"
3115,"4, 6, 11, 12, 15, 16, 18, 19"
3116,"1, 3, 4, 6, 17, 18"
3117,"1, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 15, 16, 17, 18, 19, 20"
3118,"3, 4, 5, 7, 10, 12, 17, 18, 20"
3119,"2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 18, 19, 20"
3120,"1, 3, 4, 5, 7, 8, 10, 12, 13, 14, 15, 17, 18, 19, 20"
3121,"2, 4, 5, 6, 13, 14, 18, 20"
3122,"16, 1, 10"
3123,"1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 18, 19"
3124,"5, 6, 8, 11, 13, 17"
3125,"16, 18, 2, 12"
3126,"1, 3, 5, 7, 8, 10, 12, 13, 14, 15, 16, 17, 18"
3127,"1, 2, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 17, 18, 19, 20"
3128,"1, 5, 6, 7, 9, 10, 12, 13, 15, 17, 18"
3129,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3130,"1, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 16, 17, 18, 19, 20"
3131,"2, 5, 6, 10, 16, 19"
3132,"11, 12, 6"
3133,"1, 3, 4, 5, 8, 12, 13, 15, 16, 17, 19, 20"
3134,"1, 3, 4, 7, 10, 11, 13, 15, 17, 18, 20"
3135,"4, 7, 10, 14, 15, 16, 17, 18"
3136,"1, 2, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 16, 17, 19"
3137,"2, 4, 6, 12, 13, 19"
3138,"1, 2, 3, 6, 7, 8, 11, 14, 15, 16, 18, 19"
3139,"2, 3, 5, 6, 13"
3140,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20"
3141,"16, 19, 6"
3142,"8, 18, 3, 6"
3143,"1, 2, 4, 5, 9, 16, 17"
3144,"3, 4, 5, 6, 8, 9, 11, 12, 15, 17, 18, 19, 20"
3145,"18, 7"
3146,"3, 5, 9, 13, 16, 18"
3147,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20"
3148,"9, 10, 13, 17, 19"
3149,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20"
3150,"2, 5, 7, 11, 16, 17, 19"
3151,"1, 2, 3, 4, 5, 6, 12, 13, 14, 15, 17, 18, 20"
3152,"5, 6, 8, 9, 10, 11, 16, 17, 19"
3153,"3, 8, 9, 15, 19"
3154,"1, 2, 3, 4, 8, 9, 12, 14, 18, 19, 20"
3155,"2, 4, 5, 6, 8, 9, 11, 13, 14, 15, 17"
3156,"1, 8, 9, 11, 16, 17, 19, 20"
3157,"1, 2, 3, 4, 6, 7, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20"
3158,"6, 7, 8, 10, 12, 14, 16, 18"
3159,"2, 4, 6, 8, 10, 11, 12, 14, 16, 18, 19, 20"
3160,"1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 19"
3161,"3, 4, 9, 10, 11, 15"
3162,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3163,"3, 4, 7, 9, 10, 11, 12, 14, 17, 18, 19"
3164,"1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 14, 16, 19"
3165,"17, 12, 5"
3166,"4, 6, 8, 9, 10, 19"
3167,"1, 2, 5, 12, 13, 16, 18, 20"
3168,"9, 12, 20"
3169,"2, 4, 5, 12, 15, 17, 18"
3170,"1, 3, 4, 6, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3171,"8, 1, 18, 4"
3172,"1, 2, 5, 7, 8, 10, 13, 15, 16, 17"
3173,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 15, 16, 17, 18, 19, 20"
3174,"2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 15, 17, 18"
3175,"6, 9, 11, 12, 17, 18, 19"
3176,"1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3177,"1, 12, 15"
3178,"1, 2, 3, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20"
3179,"1, 3, 4, 6, 7, 11, 13, 15, 17, 18, 20"
3180,"2, 6, 8, 11, 15, 16, 17, 20"
3181,"1, 2, 3, 6, 7, 8, 9, 10, 11, 12, 14, 15, 17, 20"
3182,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20"
3183,"2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20"
3184,"1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 17, 18, 20"
3185,"8, 19, 7"
3186,"1, 2, 3, 4, 6, 7, 8, 10, 13, 14, 15, 18"
3187,"3, 7, 9, 13, 18"
3188,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3189,"16, 13, 15"
3190,"1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19, 20"
3191,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20"
3192,"3, 4, 5, 10, 11, 12, 13, 16, 17, 19, 20"
3193,"1, 3, 5, 8, 10, 13, 14, 15, 16, 17, 18, 19, 20"
3194,"1, 2, 6, 8, 10, 11, 12, 13, 15, 17, 20"
3195,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3196,"1, 3, 5, 6, 11, 14, 15"
3197,"5, 7, 8, 9, 11, 13, 16, 19"
3198,"1, 2, 3, 4, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20"
3199,"3, 5, 11, 14, 15, 16"
3200,"9, 7"
3201,"1, 5, 8, 9, 10, 13, 14, 16, 17, 18, 19"
3202,"17, 10, 20, 6"
3203,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3204,"2, 3, 5, 6, 14, 15, 16, 18, 20"
3205,"2, 7, 11, 13, 17, 19"
3206,"4, 13, 14, 17, 18"
3207,"2, 5, 6, 7, 8, 11, 13, 14, 17, 20"
3208,"1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 20"
3209,"1, 14, 15, 16, 18"
3210,"3, 4, 11, 12, 17, 18"
3211,"2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20"
3212,"1, 3, 4, 5, 8, 11, 13, 19"
3213,"3, 7, 12, 13, 16"
3214,"1, 3, 6, 9, 10, 13, 14, 15, 16, 17, 19, 20"
3215,"18, 6"
3216,"1, 3, 5, 9, 10, 12, 13, 14, 18, 19, 20"
3217,"2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18"
3218,"3, 11"
3219,"1, 2, 3, 4, 6, 9, 12, 13, 18"
3220,"2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 17, 19, 20"
3221,"1, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 19, 20"
3222,"8, 13"
3223,"1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 15, 17, 18, 19, 20"
3224,"7, 8, 10, 16, 17, 18, 20"
3225,"4, 5, 7, 8, 9, 13, 14, 17, 18, 20"
3226,"2, 9, 11, 15, 18"
3227,"2, 6, 10, 14, 20"
3228,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3229,"2, 3, 4, 7, 15, 20"
3230,"4, 5, 7, 11, 13, 14, 15, 16, 20"
3231,"1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3232,"4, 7, 10, 13, 15, 18"
3233,"1, 3, 5, 7, 9, 10, 11, 12, 14, 17"
3234,"1, 4, 7, 8, 10, 12, 13, 14, 15, 16, 17, 18, 20"
3235,"2, 8, 9, 10, 11, 13, 14, 16, 18"
3236,"16, 3"
3237,"1, 3, 4, 6, 7, 9, 10, 12, 14, 15, 17"
3238,"1, 5, 11, 12, 14, 18, 19"
3239,"19, 15"
3240,"18, 5, 14, 7"
3241,"1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 13, 14, 15, 16, 17, 19, 20"
3242,"9, 2, 20, 6"
3243,"1, 3, 6, 7, 13, 14, 15, 17, 20"
3244,"6, 8, 11, 13, 15, 16"
3245,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19, 20"
3246,"18, 11, 20, 12"
3247,"4, 5, 8, 11, 12, 13, 14, 17, 18, 20"
3248,"2, 3, 4, 6, 7, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19"
3249,"1, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3250,"1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20"
3251,"1, 4, 5, 6, 8, 9, 12, 14, 15, 16, 18, 19, 20"
3252,"3, 4, 5, 7, 13, 17, 18"
3253,"1, 2, 3, 8, 9, 11, 13, 15, 16, 18, 19, 20"
3254,"6, 9, 10, 17, 18, 19"
3255,"1, 3, 4, 5, 7, 8, 9, 11, 13, 14, 15, 16, 17, 18, 20"
3256,"2, 3, 4, 5, 6, 9, 10, 12, 13, 15, 17, 18, 19, 20"
3257,"2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 20"
3258,"8, 17, 11"
3259,"5, 10, 18, 13"
3260,"16, 9, 6, 15"
3261,"1, 3, 4, 5, 6, 8, 11, 12, 13, 14, 15, 16, 17, 18, 19"
3262,"19, 11, 20"
3263,"2, 5, 6, 9, 10, 12, 13"
3264,"13, 5"
3265,"1, 2, 3, 4, 5, 8, 11, 12, 14, 16, 17, 18, 19, 20"
3266,"1, 2, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 20"
3267,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3268,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3269,"3, 4, 5, 6, 9, 10, 11, 12, 13, 16, 17, 18, 19, 20"
3270,"2, 5, 6, 8, 9, 12, 13, 14, 16, 17, 19, 20"
3271,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 14, 15, 16, 18, 19, 20"
3272,"3, 5, 9, 11, 12, 13, 16, 18, 19"
3273,"2, 3, 7, 11, 12, 14, 16, 18, 19, 20"
3274,"17, 2"
3275,"1, 2, 3, 4, 5, 6, 10, 11, 12, 13, 14, 15, 16, 17, 19, 20"
3276,"1, 2, 3, 6, 10, 11, 16, 18, 19"
3277,"1, 5, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19"
3278,"1, 2, 3, 4, 5, 7, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20"
3279,"1, 4, 6, 10, 11, 13, 15, 20"
3280,"4, 6, 7, 8, 9, 11, 13, 14, 15, 17, 18, 19, 20"
3281,"1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20"
3282,"2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15"
3283,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3284,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 13, 15, 17, 18, 19, 20"
3285,"1, 2, 4, 5, 7, 8, 10, 12, 13, 15, 16, 17, 18"
3286,"2, 3, 5, 6, 10, 16, 17, 19"
3287,"17, 10, 13, 15"
3288,"3, 4, 5, 8, 9, 18, 19"
3289,"3, 4, 5, 6, 7, 10, 11, 14, 18, 20"
3290,"9, 12"
3291,"1, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 15, 16, 17, 18, 19"
3292,"1, 3, 4, 5, 11, 12, 14"
3293,"1, 2, 8, 12, 14, 15, 19"
3294,"1, 2, 3, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 17, 18, 19, 20"
3295,"1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19"
3296,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19, 20"
3297,"2, 3, 6, 8, 9, 11, 12, 13, 14, 15, 17"
3298,"2, 3, 4, 5, 8, 9, 10, 11, 14, 17, 19"
3299,14
3300,"2, 3, 6, 7, 8, 9, 10, 13, 15, 16, 17, 18, 20"
3301,"1, 3, 5, 6, 9, 11, 12, 14, 15"
3302,"1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 15, 16, 17, 18, 19, 20"
3303,"5, 6, 7, 10, 12, 13, 14, 16, 17, 19"
3304,"3, 4, 6, 7, 9, 10, 11, 13, 15, 16, 17, 18, 19"
3305,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3306,"20, 14, 15"
3307,"2, 4, 5, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3308,"1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 14, 15, 17, 19, 20"
3309,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20"
3310,"1, 2, 3, 4, 7, 8, 9, 10, 11, 12, 14, 15, 17, 19"
3311,"1, 2, 4, 5, 7, 9, 11, 12, 13, 16, 17, 19, 20"
3312,"2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20"
3313,"1, 2, 4, 5, 7, 13, 14, 15, 19"
3314,"16, 12, 14, 7"
3315,"1, 2, 3, 4, 7, 9, 10, 12, 13, 14, 15, 16, 17"
3316,"7, 13, 14, 16, 19, 20"
3317,"10, 11"
3318,"1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20"
3319,"2, 6, 7, 8, 9, 10, 13, 14, 17, 18, 19"
3320,"1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3321,"16, 17, 5"
3322,"1, 2, 6, 9, 10, 15, 18, 19"
3323,"2, 4, 7, 8, 9, 10, 12, 15, 16, 17, 18, 19, 20"
3324,"11, 3, 5, 14"
3325,"1, 4, 5, 7, 8, 9, 10, 11, 12, 13, 15, 18, 19, 20"
3326,"3, 20"
3327,"2, 3, 6, 10, 11, 12, 15, 18"
3328,"1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3329,"1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3330,"2, 5, 6, 7, 11, 19, 20"
3331,"1, 3, 4, 5, 7, 8, 9, 12, 14, 15, 16, 17, 18, 20"
3332,"3, 4, 5, 6, 8, 9, 11, 12, 14, 15, 17, 19"
3333,"1, 2, 3, 5, 6, 7, 8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3334,"2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 20"
3335,"2, 3, 5, 6, 8, 9, 12, 13, 14, 16, 17, 18, 19, 20"
3336,"1, 2, 3, 8, 9, 10, 13, 14, 15, 17, 18, 19"
3337,"1, 3, 4, 5, 7, 8, 9, 10, 12, 15, 16, 18, 19, 20"
3338,"1, 2, 3, 4, 6, 7, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20"
3339,"1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3340,"1, 3, 5, 6, 7, 9, 10, 11, 13, 15, 16, 20"
3341,"13, 15"
3342,"8, 10, 12"
3343,"1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20"
3344,"1, 2, 3, 6"
3345,"1, 2, 3, 4, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20"
3346,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3347,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3348,"4, 5, 6, 15"
3349,"5, 8, 9, 11, 12, 17"
3350,"1, 3, 5, 11, 12, 13, 14, 16, 17, 20"
3351,"1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3352,"8, 13, 5, 6"
3353,"1, 6, 7, 8, 10, 11, 12, 14, 15, 16, 17, 19, 20"
3354,"1, 2, 5, 6, 7, 8, 9, 10, 13, 18, 19, 20"
3355,"1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 13, 15, 16, 17, 18, 19, 20"
3356,"16, 20, 13, 6"
3357,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3358,"16, 18"
3359,"1, 2, 3, 4, 7, 8, 10, 11, 15, 16, 19, 20"
3360,"1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20"
3361,"10, 11, 16, 19, 20"
3362,"1, 6, 7, 9, 10, 11, 13, 14, 20"
3363,"9, 14"
3364,"1, 2, 4, 5, 6, 7, 8, 9, 12, 13, 14, 16, 18, 19"
3365,"2, 3, 4, 12, 13, 18, 19"
